1000 5000
589 117 25
361 806 5
639 651 13
138 201 43
883 160 12
736 560 22
232 202 4
248 606 13
668 106 22
12 876 37
953 284 37
306 333 4
130 264 21
714 266 15
361 599 33
817 1 38
166 549 34
478 381 25
821 699 28
803 508 20
632 930 1
870 711 24
117 867 14
546 928 37
978 654 33
998 880 30
673 620 3
679 206 28
992 531 29
169 236 4
956 450 43
582 762 14
744 888 18
621 644 28
548 984 29
433 660 44
95 551 36
190 967 13
776 547 46
845 887 8
895 57 35
737 254 44
79 954 2
809 805 18
640 32 32
823 591 10
670 698 36
638 397 39
477 763 14
769 959 25
618 110 32
791 592 13
302 663 33
773 179 28
19 552 45
510 879 25
504 893 24
778 516 22
109 687 21
548 917 47
259 396 13
257 749 32
354 601 5
160 497 21
43 783 4
305 340 4
808 464 13
292 872 47
134 787 17
908 157 9
147 800 44
705 174 28
278 606 38
149 406 15
254 731 8
211 575 34
11 280 35
463 35 1
148 457 50
674 536 10
764 558 29
87 238 47
774 798 46
128 689 44
256 701 8
8 970 12
569 27 50
413 580 6
527 266 3
42 277 23
786 300 15
752 205 15
201 868 44
307 852 13
820 872 15
912 466 6
48 190 9
335 650 47
616 108 3
211 201 32
531 34 35
350 497 23
9 958 3
688 391 32
791 822 22
82 710 32
890 873 13
34 514 49
859 651 29
287 61 34
970 833 27
687 590 31
682 9 9
159 831 5
589 334 44
353 620 27
681 612 42
409 735 2
446 868 14
294 305 41
462 295 50
531 734 12
793 816 45
143 957 30
413 482 28
715 965 37
259 149 2
414 552 15
93 193 29
357 533 37
627 407 7
256 789 9
131 642 12
586 12 26
933 130 49
754 17 45
908 174 46
578 223 9
553 225 8
707 615 45
144 40 4
464 360 46
672 117 26
839 170 1
889 417 15
107 450 3
34 511 28
353 534 18
860 750 48
652 718 36
608 120 31
705 911 14
547 116 14
204 975 9
109 228 48
449 646 34
120 393 20
915 758 26
159 664 43
559 595 50
68 163 16
191 964 6
290 901 10
640 190 42
777 446 23
343 424 3
314 81 20
67 290 41
52 443 47
276 284 33
547 572 9
58 652 47
798 906 34
419 351 3
473 355 49
880 748 33
979 738 26
106 374 41
513 85 24
583 985 47
830 47 15
16 910 16
172 570 47
987 407 5
29 871 20
324 698 32
316 619 6
305 30 44
13 91 42
295 809 36
698 486 33
924 665 14
400 405 39
966 708 48
917 850 3
726 167 34
657 843 9
643 823 39
652 585 33
515 361 43
190 222 15
455 683 38
861 13 5
420 280 22
233 253 44
522 715 40
545 326 39
251 84 35
843 733 43
965 638 18
358 14 10
249 190 31
236 11 42
519 818 31
140 936 1
301 425 38
891 458 35
639 908 41
245 417 49
521 265 14
514 795 19
717 836 30
187 909 16
797 652 39
498 988 22
623 859 13
704 108 9
97 975 27
304 848 12
719 942 30
281 117 46
51 378 4
531 482 46
394 300 9
139 459 48
420 824 43
111 803 2
483 114 16
768 763 33
1 641 35
346 9 36
347 840 30
790 235 17
478 309 4
887 480 3
329 58 18
821 549 3
970 973 34
206 663 43
776 918 20
260 680 6
623 498 30
582 871 21
706 957 2
297 162 24
686 153 15
271 199 28
399 693 33
292 793 41
402 459 14
3 835 20
994 78 34
737 539 46
449 166 46
407 559 3
423 647 24
986 758 4
263 919 28
289 787 4
99 228 46
370 7 16
28 146 43
66 360 41
152 887 21
914 879 26
445 361 7
162 563 30
560 761 25
789 509 22
948 972 36
601 67 6
121 523 12
15 953 40
790 366 27
431 234 30
637 11 39
900 553 24
193 427 28
303 106 21
331 913 13
496 141 7
902 555 42
246 747 21
796 7 26
317 188 28
61 221 20
379 586 28
952 533 30
804 209 6
660 66 10
468 443 33
186 257 2
677 462 42
23 634 34
492 805 44
512 298 4
658 12 39
400 676 18
689 276 30
473 200 25
420 504 45
310 210 19
10 67 24
918 692 17
903 346 19
290 711 41
276 741 10
167 514 14
819 596 18
85 140 10
804 400 1
482 565 16
499 705 23
664 409 47
267 614 19
717 433 50
734 704 42
395 887 22
392 204 33
513 181 24
896 120 4
687 860 5
88 787 3
218 585 35
609 789 17
9 985 34
55 307 10
100 546 50
16 173 6
113 609 25
452 365 7
446 422 8
914 671 41
84 702 33
36 960 36
761 205 6
455 178 23
25 941 29
234 453 39
719 171 1
149 276 20
3 506 6
796 680 30
674 623 46
200 123 28
262 250 36
87 137 19
149 556 43
486 454 7
908 383 11
530 616 43
609 330 16
768 383 11
468 488 17
851 142 22
324 978 28
232 24 46
403 255 4
832 368 35
86 465 37
524 82 17
757 214 3
322 764 13
456 54 41
363 924 12
989 961 13
692 235 1
42 179 42
557 496 18
219 600 38
928 237 30
962 171 46
921 721 10
572 729 7
198 434 13
914 412 25
897 121 12
122 548 37
457 935 3
999 613 4
772 545 28
718 953 22
302 473 33
709 729 20
53 172 18
843 969 33
850 186 47
324 607 8
261 8 20
45 689 3
237 953 5
794 647 23
611 957 11
283 516 2
199 87 50
685 97 38
152 832 47
802 892 32
132 855 27
575 181 27
518 532 19
313 283 9
805 872 35
920 550 24
843 250 38
858 802 47
140 856 22
104 98 39
543 75 16
385 147 24
564 370 38
829 577 50
334 867 38
382 55 6
678 82 14
390 999 43
723 631 45
576 128 3
898 543 35
261 590 2
158 119 21
823 934 13
971 546 20
541 546 3
922 667 4
125 881 43
11 968 8
535 482 26
979 297 22
890 359 9
18 293 4
848 541 3
174 691 4
526 602 11
847 456 27
491 30 39
596 78 35
618 717 14
890 384 39
610 527 23
206 820 35
360 359 5
859 482 31
136 572 19
106 279 18
392 125 26
245 715 30
277 134 12
835 771 11
257 952 27
216 459 32
902 341 22
651 737 41
213 390 36
973 722 42
390 860 47
218 487 43
296 750 20
857 964 3
241 811 44
589 998 3
445 245 50
463 296 47
714 654 44
731 162 1
786 195 23
395 786 5
824 4 7
917 781 49
602 382 1
86 2 47
847 410 20
550 583 24
900 401 23
578 755 19
414 563 11
776 526 38
215 861 29
433 938 24
373 667 32
35 897 49
292 572 16
323 673 27
921 105 3
610 497 17
105 237 29
754 982 6
48 993 46
658 978 13
558 241 5
985 101 19
924 868 38
955 852 40
889 274 33
785 644 19
680 688 37
677 622 21
109 860 1
194 734 29
32 243 35
710 445 45
827 27 39
709 12 40
387 955 40
263 359 13
327 869 2
943 968 40
439 831 50
918 357 31
187 641 2
685 470 45
914 479 46
837 855 18
40 478 41
101 312 6
563 245 44
975 340 22
567 626 1
131 136 19
385 709 50
14 173 5
502 741 21
374 98 49
276 517 5
880 633 1
508 996 24
780 662 20
764 874 12
851 504 9
47 602 30
988 612 14
229 289 36
469 557 18
67 89 17
99 894 27
701 377 27
671 352 38
58 257 45
990 873 23
28 27 19
283 207 44
58 43 10
353 675 27
173 741 27
55 954 45
983 408 6
783 374 1
276 663 45
57 5 17
452 196 24
384 665 34
362 181 22
767 848 46
745 886 20
814 791 17
346 730 18
390 268 28
45 835 21
30 451 15
442 990 35
102 823 14
926 103 44
819 258 23
456 726 39
145 757 33
814 57 45
723 158 17
761 172 30
302 474 20
908 907 16
17 357 27
517 867 18
227 669 3
908 50 7
811 580 31
124 567 17
898 256 8
84 539 1
557 397 30
666 604 29
843 827 21
835 17 36
495 582 42
476 121 28
253 151 25
206 879 44
673 996 15
52 315 8
237 374 26
725 710 49
832 324 6
126 842 38
723 992 19
59 832 24
234 155 2
822 424 24
139 416 43
676 289 44
110 729 5
414 675 37
336 461 43
747 656 46
237 192 46
530 845 28
710 600 27
667 415 16
866 316 13
490 900 49
540 60 50
905 118 4
799 618 12
528 815 5
882 736 39
808 672 20
503 891 10
3 126 8
244 560 31
276 402 1
821 747 43
432 337 14
853 120 5
672 441 27
675 274 3
448 402 39
55 867 40
137 390 9
116 999 43
202 430 43
202 394 15
268 464 14
937 551 10
144 398 37
100 216 21
612 317 32
78 546 25
382 355 2
272 329 21
469 662 9
501 146 28
448 925 6
697 443 49
283 709 29
43 9 9
80 525 37
40 836 26
314 279 14
314 45 25
741 855 41
542 916 46
84 639 35
762 718 49
912 330 47
62 780 34
39 540 49
842 796 31
836 916 5
679 375 22
194 442 42
135 744 25
553 306 3
112 768 39
545 355 15
60 317 24
650 261 2
583 804 46
505 789 22
644 743 24
448 423 37
604 358 47
612 666 17
544 61 15
68 392 6
504 316 18
173 986 6
811 182 32
175 280 37
146 873 20
211 768 11
235 104 26
287 950 32
272 803 44
785 258 36
761 964 10
995 528 29
12 734 6
121 404 7
52 129 23
543 421 25
739 20 8
905 107 47
593 163 34
78 680 15
895 932 14
709 138 24
976 845 47
258 205 46
948 5 36
460 755 29
133 983 49
383 192 8
509 288 27
782 667 41
726 275 2
278 493 13
537 360 46
459 986 46
324 613 19
732 926 20
290 647 6
940 962 48
436 603 7
468 152 50
76 412 23
328 566 23
655 216 6
23 787 39
934 787 3
659 302 17
137 998 41
945 557 31
796 20 19
248 110 46
398 762 24
180 249 14
919 391 18
698 105 48
728 105 8
696 644 1
78 15 28
71 121 20
355 997 22
123 177 6
921 746 34
581 768 5
570 684 47
706 600 23
399 398 20
369 28 32
269 90 13
681 163 42
720 188 26
787 98 30
318 341 10
547 59 4
836 159 49
40 710 50
12 226 22
14 287 40
969 356 12
137 165 9
916 396 34
112 730 45
79 501 22
374 918 20
216 423 47
397 811 13
682 595 19
224 726 42
250 536 24
857 917 43
437 933 27
204 265 31
461 649 34
121 329 16
496 16 40
618 227 16
45 809 32
816 301 41
492 330 35
91 837 25
714 716 29
297 227 8
605 604 38
144 342 17
932 649 40
808 100 41
814 239 4
418 513 28
120 36 11
466 137 40
194 333 5
523 294 15
630 775 25
104 745 9
758 59 11
681 952 3
696 612 5
339 713 25
587 577 34
506 54 36
228 321 48
506 326 5
143 340 39
382 455 8
712 94 29
610 330 26
233 227 32
908 364 10
829 661 7
364 9 31
787 939 23
737 306 33
645 755 19
327 977 22
990 362 7
767 180 4
619 117 42
569 133 35
362 999 31
751 537 7
74 555 40
80 438 45
281 813 25
645 663 37
117 257 25
831 750 18
781 138 44
650 39 29
554 470 15
275 460 5
890 562 31
966 363 29
893 971 32
161 603 48
93 546 23
782 962 36
293 394 25
499 720 47
642 620 2
767 104 20
177 355 45
915 780 50
186 185 1
490 488 43
997 300 3
263 14 27
609 655 4
860 263 5
979 365 30
370 9 46
765 905 48
226 987 16
19 277 25
563 449 37
157 700 43
994 440 21
574 925 41
675 500 37
926 485 15
128 190 30
68 510 35
989 135 18
956 959 41
855 385 23
614 647 36
137 311 27
890 300 37
562 167 2
508 289 32
359 350 15
146 606 16
462 251 10
468 345 27
409 349 24
426 479 4
202 662 5
542 879 8
563 468 10
427 843 19
901 819 27
568 823 24
478 665 14
872 169 34
571 447 18
209 976 33
466 346 7
562 399 34
472 190 50
126 395 37
295 150 2
16 585 34
322 517 28
594 490 47
150 199 44
262 524 26
838 235 6
993 526 37
751 413 26
819 825 35
120 253 31
464 748 34
403 312 25
774 440 45
815 725 48
122 427 46
956 725 19
423 388 46
950 238 47
247 640 36
187 376 45
178 727 29
679 840 7
198 533 17
684 352 49
752 641 32
233 130 23
756 743 17
983 454 10
69 978 35
657 452 4
358 434 40
699 233 4
18 406 30
263 972 8
671 483 31
868 53 21
503 775 27
282 668 50
791 878 50
604 903 20
369 245 17
803 86 7
837 75 23
281 999 32
531 542 41
375 522 9
951 622 14
485 75 11
873 686 28
275 940 31
890 903 32
558 457 23
46 102 49
204 600 28
625 455 49
279 140 48
523 327 27
386 183 24
889 338 26
324 643 39
373 306 39
883 362 15
526 850 1
104 530 13
365 577 46
48 688 42
872 266 23
43 327 2
777 257 45
895 569 48
757 555 16
360 196 43
692 470 19
537 832 34
851 265 18
832 530 27
597 378 43
467 842 30
547 487 21
482 56 15
686 141 32
213 878 33
123 402 46
866 101 9
876 220 30
626 91 24
4 619 40
945 292 33
929 102 43
595 111 19
297 110 47
500 516 10
32 973 27
656 681 42
994 830 42
457 185 16
523 245 17
235 164 40
967 619 48
478 288 4
864 458 21
797 292 39
322 206 26
716 483 20
223 404 15
898 797 33
990 566 18
807 831 23
893 611 49
812 755 26
385 941 19
753 404 44
763 912 11
665 996 13
618 744 35
641 282 35
174 955 14
175 359 9
213 787 23
671 527 45
991 672 3
218 841 13
292 344 50
301 571 15
404 849 29
707 295 30
555 932 25
415 109 3
836 670 43
150 275 1
804 620 12
915 895 48
959 470 24
771 782 30
852 462 18
826 70 38
738 368 11
581 606 34
859 527 36
848 509 21
157 475 8
898 612 3
447 147 25
833 904 15
679 918 40
331 452 25
417 131 40
223 698 12
726 666 29
78 241 46
819 309 5
779 985 17
79 647 19
914 766 45
373 729 45
550 351 8
152 673 40
812 25 17
695 618 4
377 303 17
848 910 36
304 27 1
808 99 9
358 413 42
630 542 12
484 155 37
304 241 21
7 741 45
453 526 6
987 411 2
970 773 38
771 603 16
305 457 27
365 97 23
41 194 26
800 451 10
314 877 49
544 148 23
906 169 34
827 943 23
210 513 19
749 522 18
930 740 35
617 735 50
746 365 33
952 431 31
303 658 5
438 844 45
403 564 35
242 5 47
955 178 45
545 998 46
488 555 26
521 27 2
849 303 1
985 126 36
708 740 28
113 616 34
873 858 15
23 762 23
628 388 11
157 807 15
228 444 47
550 573 17
451 718 25
508 20 7
470 68 41
987 630 14
580 41 16
446 680 14
148 52 2
547 915 3
51 563 21
24 97 9
403 26 41
966 755 35
56 402 22
950 290 6
478 485 8
755 899 50
323 612 38
584 553 9
48 121 50
622 446 13
788 699 11
336 236 38
251 18 34
688 324 50
548 460 20
467 165 42
771 180 40
893 817 33
977 871 17
65 184 35
769 953 2
770 393 34
354 320 42
136 905 26
61 358 23
901 281 42
637 96 5
241 681 48
689 959 2
819 566 19
483 7 4
657 965 33
827 62 47
763 548 4
844 636 22
72 286 28
607 740 23
507 256 7
929 588 28
692 398 49
635 616 39
151 917 4
183 229 25
358 605 45
411 160 17
530 847 29
25 550 46
357 92 24
739 743 45
175 628 37
113 643 32
318 153 17
419 917 41
381 674 21
755 471 12
123 80 19
739 543 6
914 969 11
767 296 32
922 462 50
987 989 36
644 357 49
687 894 48
740 603 31
958 545 36
389 593 7
662 529 25
41 147 50
708 16 22
471 981 34
973 92 49
721 285 26
798 116 16
586 755 7
511 215 9
446 903 35
733 254 34
754 98 22
90 746 31
38 356 15
33 463 3
420 336 3
9 600 20
204 828 50
436 1 26
554 25 46
868 551 23
731 805 47
903 564 4
660 851 11
752 463 2
593 242 28
74 95 4
56 547 29
123 279 24
380 458 48
342 461 11
951 292 40
777 641 21
742 106 15
779 951 38
591 386 3
30 321 27
680 7 26
125 754 3
850 835 38
449 794 24
517 312 47
698 281 43
76 49 47
385 52 50
293 529 20
657 738 8
910 1000 49
170 729 5
725 140 21
981 87 23
137 660 11
713 47 41
177 708 43
883 374 4
725 308 41
512 485 12
225 718 2
569 759 48
34 636 17
807 757 15
940 117 5
160 377 28
874 104 29
494 349 32
705 685 27
312 254 43
969 773 50
695 851 47
234 355 5
469 577 43
793 3 33
212 524 38
360 555 25
696 510 10
933 795 44
9 535 1
893 422 14
722 63 18
985 51 49
277 347 40
680 450 26
477 620 20
609 857 49
928 427 46
568 712 11
593 873 10
52 118 20
358 231 20
572 499 27
683 501 25
459 331 48
426 154 29
386 612 35
197 826 35
270 996 50
265 472 50
485 602 40
139 732 20
606 919 43
279 856 16
509 851 5
917 607 41
664 28 25
581 652 45
161 251 8
457 304 35
37 838 11
307 963 28
932 229 50
187 74 26
850 192 2
193 926 48
