302 19747
5 121 20
180 2 12
288 153 7
135 38 3
35 110 10
274 23 12
190 258 24
66 20 11
201 245 17
180 281 46
283 5 21
91 120 48
99 225 47
194 89 33
24 263 6
260 74 8
192 51 2
48 135 14
241 25 50
228 59 49
226 134 32
194 45 2
298 122 23
237 63 26
192 108 31
95 153 42
36 37 40
237 68 1
174 75 36
183 127 9
35 293 6
116 293 28
14 211 50
109 15 8
20 40 47
226 81 7
299 46 26
179 95 6
119 290 14
127 235 27
131 299 44
289 300 14
104 126 22
139 8 34
152 273 22
233 185 17
110 69 30
65 61 22
153 168 27
168 134 8
22 228 35
248 56 2
28 213 23
14 253 29
164 281 49
167 296 14
205 47 2
86 259 25
96 209 26
61 47 11
95 165 8
53 90 34
160 263 20
203 123 26
213 251 28
293 160 39
169 262 45
87 262 10
204 219 4
49 188 12
67 266 45
98 139 37
100 237 18
95 268 5
119 91 9
163 62 21
286 141 31
254 166 5
257 161 34
36 15 34
192 137 47
91 17 35
45 289 1
17 271 42
125 231 24
177 5 39
156 271 33
242 146 37
116 244 35
26 126 2
280 152 42
112 88 27
29 66 8
27 65 26
229 16 3
160 78 1
203 160 3
129 201 27
251 26 25
5 140 40
104 64 4
292 202 37
140 137 26
175 15 31
58 255 4
267 289 13
146 50 14
173 152 28
138 43 20
66 262 9
113 168 10
127 182 10
179 57 6
164 100 43
94 130 30
297 36 11
281 178 35
145 191 26
66 253 4
176 10 30
48 235 26
37 162 47
244 62 39
22 6 20
267 213 2
40 80 3
276 41 37
148 46 41
89 280 41
209 142 40
119 83 24
43 151 11
31 254 25
181 136 38
45 84 16
50 139 28
233 248 7
206 216 29
219 296 50
237 195 44
74 9 28
249 275 30
24 141 8
31 248 3
239 166 36
268 250 44
277 208 21
88 72 29
111 78 12
40 53 32
192 6 9
222 50 48
250 108 12
106 19 18
36 48 36
54 16 22
183 244 36
111 224 15
63 277 28
98 234 13
266 241 16
179 154 40
44 122 6
59 209 44
243 158 5
162 52 16
103 266 14
136 62 48
67 43 19
293 150 17
237 177 25
188 150 3
141 279 33
286 257 14
208 282 17
196 177 29
187 233 22
57 96 18
8 206 7
40 88 42
151 288 29
261 206 50
32 249 37
149 51 20
164 206 24
97 148 1
185 233 2
60 136 30
261 29 13
72 155 39
148 44 32
132 56 7
8 73 41
246 76 11
169 239 39
99 179 41
39 108 12
197 164 28
300 81 38
135 183 13
300 92 39
37 150 35
292 152 14
291 251 43
207 20 16
106 286 25
105 246 24
70 240 36
254 163 13
120 49 47
30 247 21
265 276 12
126 4 13
7 138 4
148 7 36
20 243 39
251 173 36
56 182 7
244 118 15
232 133 33
33 195 6
80 164 40
285 211 9
32 198 24
47 204 10
51 239 40
40 124 15
127 110 50
134 137 2
267 289 46
134 183 22
270 53 49
261 16 8
130 187 25
188 95 11
158 185 32
141 100 37
7 284 23
190 86 38
81 191 32
185 230 46
97 102 34
84 248 21
240 187 35
73 120 37
10 36 35
160 139 41
75 276 3
155 71 1
188 83 42
130 261 22
158 221 34
164 115 37
198 98 44
20 121 7
99 143 4
26 196 33
137 40 48
278 29 32
125 163 31
174 73 33
64 60 25
274 300 10
190 11 21
296 136 29
122 153 15
140 262 25
287 75 10
278 168 12
134 61 12
105 15 50
16 244 3
121 59 43
208 61 34
294 256 19
177 252 49
225 134 39
269 52 9
286 116 2
199 32 27
92 68 23
253 39 30
121 276 7
250 28 7
142 184 10
253 221 16
1 221 42
283 212 14
102 218 34
196 12 39
190 47 34
172 25 35
117 227 9
148 185 19
68 6 48
61 258 43
22 235 18
188 197 44
255 273 29
249 232 43
26 195 11
88 246 15
106 195 13
149 66 18
188 107 46
132 25 47
255 44 43
36 228 41
73 134 3
37 251 19
152 167 23
87 147 14
98 268 8
248 169 50
302 121 46
49 1 25
150 177 14
78 15 5
265 9 8
207 107 17
114 17 43
252 233 14
113 277 2
275 138 1
106 296 44
129 239 21
257 41 39
268 37 6
80 245 48
127 243 28
134 171 2
243 180 46
101 107 40
136 299 24
7 19 44
186 259 36
106 167 18
70 266 50
130 231 50
189 297 32
178 185 40
266 302 19
214 229 47
178 242 6
271 177 32
287 252 22
117 43 50
40 181 32
77 98 15
205 73 26
61 203 34
50 38 44
244 176 4
119 293 31
91 197 19
219 161 6
115 21 38
294 141 47
261 134 25
93 257 43
297 62 25
294 293 37
218 200 45
179 68 7
206 116 22
105 121 23
248 37 20
10 140 7
123 116 29
282 52 39
300 196 30
75 156 45
77 13 13
293 264 15
154 247 14
98 113 12
136 137 17
258 229 7
271 189 10
171 84 34
117 127 1
276 262 12
155 16 39
143 146 43
148 53 11
203 280 31
218 103 15
204 84 43
155 188 31
57 58 18
272 77 35
294 202 41
245 300 12
25 232 10
291 264 6
42 189 8
157 5 34
56 218 23
6 120 28
52 25 5
64 257 35
188 121 9
35 30 25
298 283 43
290 302 14
141 47 26
253 255 13
255 11 18
244 83 8
263 222 46
114 23 24
43 68 35
269 267 38
269 43 46
78 234 17
182 125 1
224 159 28
189 80 33
140 185 47
56 24 48
83 174 17
29 254 19
281 160 33
251 192 47
76 255 38
118 7 2
117 223 9
138 183 9
98 240 12
227 218 49
257 217 44
197 181 38
76 37 18
56 286 25
186 23 39
8 161 5
215 229 10
5 152 2
141 295 8
231 20 6
63 81 5
56 89 1
151 185 43
53 37 38
218 6 28
202 144 28
290 207 40
263 42 42
280 289 26
180 15 8
173 117 5
138 84 31
202 72 40
6 143 30
192 151 49
226 155 30
192 242 1
280 278 31
200 86 5
201 182 20
106 26 36
293 107 27
222 172 16
195 112 5
62 86 50
23 99 5
130 19 49
162 185 36
132 128 10
30 57 20
35 27 7
61 217 14
276 228 36
102 137 19
121 153 18
105 68 47
196 240 7
99 152 45
290 143 30
131 52 39
232 151 11
58 232 8
126 197 32
27 230 10
99 205 26
141 80 23
172 101 50
298 255 6
16 221 15
74 109 24
64 201 33
182 197 42
205 297 10
32 275 6
21 165 8
300 80 29
75 94 26
250 153 34
173 82 49
66 192 41
9 25 33
130 244 5
125 207 29
222 155 26
27 40 41
108 285 23
202 101 42
114 86 44
72 92 45
33 214 1
138 9 14
87 261 49
117 219 49
64 68 38
283 210 8
294 167 30
108 141 35
33 253 35
28 126 38
269 19 40
129 219 27
241 190 23
118 274 16
27 276 37
47 174 21
160 22 18
37 125 14
47 93 24
63 206 16
206 38 25
181 280 41
99 110 47
64 199 25
62 21 50
27 196 28
47 97 48
296 254 32
271 40 16
141 187 46
64 9 39
252 33 29
114 65 17
118 85 50
139 43 28
173 280 32
118 134 11
85 28 33
242 159 10
261 9 8
85 239 28
104 72 45
2 51 19
147 165 44
43 57 43
72 128 14
104 62 15
6 165 26
221 52 35
154 178 20
223 210 18
34 198 49
293 43 3
267 201 22
293 129 17
69 127 4
245 209 34
158 83 48
114 170 3
186 56 25
74 80 47
66 106 18
295 154 23
157 296 18
254 231 10
22 73 46
48 140 14
101 127 50
270 10 43
273 244 36
70 95 43
68 27 37
171 294 10
1 224 21
50 51 41
144 23 30
185 298 15
224 93 46
232 4 49
102 77 19
52 239 36
41 150 49
183 215 13
179 168 39
175 260 4
55 241 18
199 35 49
68 161 31
293 227 26
288 113 32
8 29 26
14 233 29
15 195 31
10 2 40
134 291 24
146 219 46
151 156 23
26 267 37
34 71 10
105 80 48
260 239 34
198 173 26
34 168 20
185 116 43
136 32 3
224 287 26
66 14 17
64 235 41
52 6 35
131 103 25
285 79 10
230 26 46
88 105 18
173 283 13
269 256 22
9 113 39
34 103 50
170 189 6
103 68 27
162 179 3
97 188 37
163 148 43
151 227 19
176 251 8
198 76 32
29 171 1
33 274 21
154 181 3
176 105 16
258 114 50
42 4 46
275 82 32
106 244 8
2 43 34
111 137 39
285 241 2
39 242 47
278 222 1
209 268 20
275 117 40
176 235 40
142 53 37
67 63 36
228 135 35
291 149 4
17 45 49
171 97 8
55 14 21
285 74 50
53 267 6
106 247 21
26 34 7
207 54 32
109 71 26
254 126 42
109 53 22
232 178 37
153 7 11
256 187 28
160 43 45
194 302 36
246 185 17
110 263 16
100 75 20
300 173 38
132 163 26
82 295 40
32 264 47
239 168 16
135 283 44
73 16 11
215 274 36
184 152 23
276 257 22
42 122 37
194 161 4
178 72 38
208 32 47
234 81 9
172 295 47
263 248 22
93 120 11
132 11 49
43 199 47
11 39 36
211 209 23
88 43 34
244 156 39
277 140 8
133 182 2
15 110 45
68 119 23
105 253 27
7 202 43
92 237 22
286 87 37
185 258 10
61 221 49
152 164 4
168 277 49
84 201 17
93 223 12
271 255 23
293 190 45
125 217 14
117 129 33
299 65 47
190 72 40
5 14 38
152 44 19
163 13 5
271 62 45
286 55 35
169 141 3
271 243 44
302 172 12
59 89 20
42 123 50
259 154 45
141 46 24
234 111 11
158 115 20
273 115 34
4 30 28
219 74 36
158 11 18
238 134 48
65 199 35
276 204 35
268 64 2
38 244 20
189 187 7
60 218 22
5 33 15
100 66 25
278 151 14
173 13 49
173 139 41
243 195 32
223 62 12
88 277 9
40 71 21
193 117 6
64 232 1
129 194 50
169 154 22
22 82 1
25 3 4
13 74 44
67 58 33
54 255 27
267 203 14
223 242 27
235 135 9
74 214 1
145 139 34
9 84 28
157 136 29
17 226 6
13 9 27
271 40 7
268 275 44
245 142 1
106 294 43
212 6 10
130 150 26
244 271 44
257 206 7
70 137 23
68 119 32
25 130 34
66 147 29
234 198 34
172 137 47
244 205 11
260 299 2
193 36 17
204 168 22
241 32 46
8 184 18
162 232 1
81 112 22
82 180 37
8 176 38
200 159 21
205 299 44
165 141 14
203 122 10
238 186 23
152 225 45
207 232 32
98 5 26
44 287 40
183 244 40
89 85 13
66 138 25
246 302 25
43 79 11
298 152 39
254 162 8
291 227 13
239 146 50
65 147 35
284 129 13
135 257 31
39 21 48
231 136 50
68 174 8
165 6 11
116 243 34
206 253 40
233 137 47
118 64 49
41 49 17
12 171 12
98 24 36
36 289 4
99 160 22
209 105 26
87 248 39
37 113 28
135 180 5
181 125 48
245 190 6
189 18 27
190 172 50
118 27 47
212 283 34
13 236 1
243 291 5
146 69 21
257 17 49
173 87 42
24 16 29
19 274 11
122 197 50
5 246 21
93 193 49
289 259 49
265 91 40
36 162 1
197 26 19
100 222 6
291 264 14
158 239 15
150 236 44
244 133 4
283 110 29
71 180 7
185 20 15
280 97 48
195 262 24
255 230 38
67 240 28
251 225 27
182 131 36
72 302 30
270 214 1
128 157 49
123 128 22
201 82 18
11 22 12
54 13 5
88 261 27
261 142 48
155 138 22
78 89 9
23 76 39
133 208 42
234 246 4
18 132 46
90 214 37
143 233 33
268 302 28
179 287 50
69 143 42
25 199 2
180 117 11
295 28 27
52 194 45
15 141 13
5 65 30
238 269 35
294 127 43
197 136 6
116 124 12
123 126 50
229 18 50
94 188 4
295 188 15
26 154 26
266 8 29
254 155 29
167 243 15
139 8 49
113 279 36
6 239 34
171 12 50
8 191 15
236 174 20
22 208 12
136 33 16
272 260 11
34 77 22
10 25 7
98 96 34
237 155 23
163 46 41
121 230 34
80 123 35
128 227 15
239 72 34
21 152 21
165 226 4
204 126 3
62 98 18
39 196 23
148 103 25
5 275 46
239 214 49
41 86 1
289 242 33
63 125 8
154 225 34
276 302 10
188 37 19
156 225 24
124 64 17
20 200 17
14 25 32
189 94 50
267 78 37
245 191 33
101 81 36
229 44 21
81 252 44
112 148 12
214 180 21
98 118 18
196 225 16
213 169 18
251 208 48
46 176 20
84 26 12
132 49 12
103 90 31
194 2 32
46 264 50
260 232 50
20 141 13
93 150 5
33 255 6
291 272 43
278 68 31
53 188 7
271 122 33
137 79 4
262 201 41
59 55 5
280 150 3
278 260 35
56 46 38
247 136 14
121 207 18
41 131 33
297 193 18
9 114 9
262 147 6
177 76 40
252 184 25
46 294 16
73 248 50
114 136 32
31 287 24
95 267 43
185 180 45
259 199 7
285 180 36
227 65 15
244 124 32
127 275 8
140 188 49
28 129 6
164 156 40
156 102 17
295 10 41
170 4 7
218 135 39
58 188 3
118 281 50
279 3 37
300 177 33
148 3 33
291 284 7
248 189 26
139 54 3
152 298 30
98 102 23
275 269 15
15 285 8
181 232 17
82 273 25
287 205 27
272 40 27
113 10 36
160 153 6
205 135 39
275 13 19
237 47 38
27 271 11
165 265 46
87 281 9
272 243 34
29 269 30
277 263 8
105 212 38
62 260 20
134 263 31
188 62 43
285 133 16
76 182 43
63 89 38
111 143 8
177 240 14
292 194 46
213 287 36
249 122 10
145 229 42
298 65 17
109 27 31
182 96 42
285 73 34
130 173 46
212 122 14
296 255 48
212 287 13
26 98 25
38 11 50
159 139 33
115 249 30
274 270 11
100 279 35
63 126 3
38 104 48
293 183 29
260 116 42
278 54 3
6 192 46
55 231 37
7 88 28
143 234 5
25 93 33
95 75 30
248 46 6
171 285 12
232 234 29
144 157 15
86 131 3
200 182 25
86 12 10
242 111 45
293 121 9
276 113 41
59 118 30
233 132 37
150 241 15
102 294 39
301 156 27
215 179 13
259 164 1
298 77 37
22 16 24
173 260 10
36 240 43
65 257 26
48 259 8
68 31 25
115 41 49
49 137 29
169 175 35
178 66 44
19 5 36
22 273 50
237 266 18
140 124 14
151 38 37
168 100 36
118 105 2
138 182 39
155 230 16
298 182 7
97 227 24
3 242 44
108 9 36
50 5 9
136 251 6
185 9 25
88 22 42
194 106 33
41 70 20
59 190 22
204 139 11
111 66 5
262 272 2
228 93 49
296 1 8
199 298 20
232 285 36
131 278 42
49 212 39
128 76 46
143 152 38
220 80 48
288 279 31
164 189 11
24 74 24
238 33 10
43 255 42
175 284 9
79 76 22
176 190 37
150 152 39
150 282 39
43 81 21
40 46 30
145 1 10
218 55 50
85 292 49
111 12 17
196 54 3
273 213 25
243 279 23
137 239 40
283 56 7
179 108 12
221 240 12
270 236 27
264 32 34
60 198 34
135 77 23
80 254 32
178 200 35
165 157 29
175 278 10
214 272 37
83 101 49
83 261 2
163 34 23
227 167 17
271 45 24
145 40 34
17 297 14
275 153 25
210 79 40
67 65 15
297 96 28
10 79 46
302 61 7
280 89 12
137 36 39
167 203 36
96 202 8
107 123 24
195 207 32
290 60 30
93 202 44
68 41 15
77 97 30
292 184 8
92 248 34
271 178 9
76 63 40
178 96 34
132 192 34
189 205 39
226 44 49
222 152 30
254 172 11
286 290 8
128 246 12
201 154 25
178 287 15
159 211 44
132 155 2
260 281 49
26 61 38
39 251 37
77 269 44
63 38 28
233 94 17
5 92 46
63 45 8
111 223 34
152 129 17
111 248 2
48 86 14
207 163 24
85 163 32
111 270 33
280 173 13
69 222 42
299 107 14
197 122 22
149 264 3
4 178 30
257 18 28
72 160 10
141 57 28
59 162 34
139 30 34
80 249 41
125 79 28
279 57 13
302 195 48
231 213 10
195 214 20
34 271 44
109 209 39
132 114 24
2 211 50
73 244 25
208 77 25
92 31 42
219 103 21
31 295 35
63 138 16
178 115 43
125 272 24
97 300 18
287 9 26
171 121 22
159 158 35
1 302 14
261 191 17
178 175 13
25 287 25
91 272 30
291 55 40
90 102 19
298 81 23
197 153 26
60 69 28
217 112 6
201 191 3
267 93 23
51 149 33
137 53 35
158 91 45
46 238 10
55 222 30
203 163 5
297 263 43
195 124 29
78 286 2
225 226 23
194 146 39
45 219 22
201 253 49
38 166 34
125 107 49
5 92 10
194 26 3
256 131 16
101 27 33
207 163 31
92 176 48
119 108 19
232 109 42
229 164 32
11 275 23
109 107 8
226 9 48
83 224 26
211 86 37
136 1 47
267 224 7
268 293 37
104 270 32
8 52 40
40 151 42
136 43 45
133 36 19
25 190 5
281 62 35
17 35 21
22 16 25
178 33 43
40 67 4
195 3 41
186 89 35
39 252 28
4 80 41
206 239 20
144 217 8
198 191 26
126 68 40
196 294 43
54 141 39
226 258 16
8 283 31
181 204 4
269 98 7
47 255 36
185 205 35
118 134 38
136 227 28
8 69 9
40 251 7
12 142 13
58 177 16
292 160 7
261 253 47
27 264 5
248 36 5
187 71 4
96 118 36
85 246 1
38 127 45
28 261 39
106 281 38
221 280 34
147 179 44
276 81 3
111 48 13
180 219 20
161 99 35
217 236 21
203 282 24
38 297 14
224 205 22
99 269 38
115 32 12
79 123 45
269 285 37
282 164 21
89 168 36
250 164 42
241 185 14
108 54 26
211 186 10
192 11 8
47 106 21
187 121 26
166 205 36
300 162 27
78 154 48
288 123 19
196 121 50
200 203 49
120 263 1
192 248 11
282 297 24
128 108 44
272 130 17
240 256 24
270 159 43
290 222 18
25 45 42
253 156 48
19 243 4
215 98 27
149 63 16
235 275 33
192 274 29
113 243 47
86 125 4
68 104 40
198 185 9
269 122 26
86 208 19
294 159 13
160 161 10
81 129 30
278 96 29
153 82 8
35 273 13
185 208 44
77 283 47
46 49 42
265 257 33
233 261 47
205 175 11
192 138 7
13 83 19
66 153 34
193 63 48
268 112 44
294 68 13
64 21 27
301 279 38
117 184 23
269 71 40
257 50 34
209 92 26
80 193 41
174 6 21
105 35 4
269 198 28
35 91 38
302 201 18
82 166 48
40 200 9
190 137 14
231 203 46
301 83 28
15 186 3
101 212 32
195 102 35
230 159 1
26 181 10
257 161 28
271 106 18
159 45 17
193 215 48
4 73 47
279 300 21
8 26 26
39 254 4
252 169 25
96 139 15
188 136 36
134 175 19
280 225 47
48 269 14
151 208 47
85 19 10
213 292 9
24 152 10
289 260 20
135 162 24
29 238 30
199 16 14
156 196 39
238 26 48
179 278 18
190 57 29
187 221 28
258 110 41
183 202 22
204 25 14
261 266 37
253 24 15
86 227 38
204 50 17
236 121 46
199 151 33
258 18 20
203 56 38
159 37 8
220 299 38
70 47 6
93 291 6
250 266 22
263 283 7
288 297 43
1 183 15
223 73 33
173 129 7
58 42 5
35 56 37
249 141 14
281 181 4
135 204 45
120 32 32
41 159 27
223 115 16
265 15 9
135 37 4
220 128 48
225 126 7
29 81 15
301 188 44
272 126 16
154 90 48
149 88 24
289 170 12
195 1 35
93 248 44
180 208 14
248 275 19
70 245 27
19 294 30
166 266 10
188 79 19
99 229 34
24 236 37
122 156 19
276 18 41
94 157 9
145 149 13
41 110 31
228 196 8
212 114 20
51 32 17
203 281 47
153 5 26
229 59 21
57 170 20
98 197 26
155 245 15
9 265 2
167 108 8
221 182 21
152 134 33
283 20 7
201 219 17
1 71 39
139 74 19
131 132 36
174 99 35
99 111 17
156 69 5
135 1 34
234 87 2
249 72 32
20 149 7
140 276 8
101 37 19
71 120 42
108 235 38
123 286 6
301 155 15
66 223 12
25 53 10
125 85 3
1 300 44
146 191 43
161 180 26
188 222 14
22 66 4
271 203 42
45 122 17
239 15 49
171 106 25
58 127 47
221 168 30
62 217 21
241 281 33
234 153 21
221 211 23
194 29 30
300 34 29
129 196 18
23 36 27
290 277 13
174 217 4
279 122 26
212 141 2
141 207 25
236 279 44
73 72 43
102 282 43
254 99 31
153 273 20
47 123 40
229 233 39
245 189 42
127 277 6
149 217 34
144 257 24
299 252 39
8 127 10
143 234 49
86 219 41
68 134 34
65 234 40
72 100 30
12 208 43
2 90 39
78 116 43
202 249 8
292 78 46
238 120 12
28 291 44
68 251 29
143 233 23
227 150 18
291 12 24
30 280 16
262 247 22
111 66 10
22 156 10
113 148 32
83 16 42
12 142 13
295 281 10
34 207 23
46 28 28
241 302 40
220 216 49
141 197 31
297 92 9
76 289 17
155 130 4
225 5 17
188 147 29
286 171 26
213 35 50
161 52 47
260 300 31
30 271 36
215 217 12
76 151 38
66 225 43
289 284 17
136 159 34
257 191 19
169 214 39
191 250 28
80 252 13
29 59 24
148 50 18
135 52 38
47 19 13
42 296 23
17 252 31
291 25 31
178 99 39
256 302 9
244 115 9
103 157 46
274 287 40
150 30 5
236 150 28
1 236 4
256 49 49
1 204 26
204 153 17
45 198 45
196 172 33
238 38 38
278 2 25
19 26 49
149 262 29
177 291 14
29 301 40
24 81 7
30 80 17
45 280 36
285 88 10
150 5 33
133 165 9
195 103 30
215 8 36
20 278 27
241 117 30
129 252 42
271 267 27
117 133 43
72 164 7
200 268 48
42 147 12
215 287 6
70 116 47
223 12 45
296 30 26
158 223 46
188 231 20
82 50 12
73 293 8
182 210 48
67 224 24
196 230 16
145 216 22
115 253 23
2 106 30
266 66 20
123 233 18
277 190 19
250 235 9
75 299 41
239 11 28
285 258 32
237 244 33
52 289 13
99 7 48
64 70 11
78 174 27
282 104 32
302 262 14
175 6 32
114 258 47
247 284 46
228 91 4
154 11 4
19 141 4
147 1 18
199 12 42
40 107 45
271 124 7
129 185 9
250 55 21
79 111 4
294 155 49
98 187 7
267 99 8
185 4 16
189 133 38
248 260 32
115 155 50
211 40 23
181 119 13
222 231 29
179 140 48
34 42 29
157 293 10
86 134 49
53 90 26
261 7 5
186 104 5
207 92 19
157 215 47
61 205 3
194 291 39
1 282 12
299 201 41
30 157 18
134 137 30
146 114 35
174 211 44
150 29 40
173 161 12
63 105 32
36 223 2
59 236 4
147 179 17
127 255 11
2 30 2
45 255 38
61 27 48
174 301 37
59 222 16
78 257 6
13 128 22
39 174 41
191 72 42
166 269 14
300 47 2
32 153 26
181 87 11
155 302 9
40 218 29
161 282 46
10 185 48
182 2 39
192 55 8
110 45 34
285 135 30
74 265 22
258 184 1
141 201 12
187 79 25
291 61 24
18 225 37
114 202 48
255 289 8
147 157 34
105 182 36
29 167 6
241 221 27
242 204 7
31 62 33
153 174 34
178 241 40
207 251 25
249 103 44
207 4 39
281 250 25
5 162 11
261 291 21
29 290 3
287 254 29
224 94 11
185 12 33
170 83 36
232 119 11
4 221 6
283 54 14
269 238 12
129 163 47
204 93 41
287 142 14
204 144 29
154 189 48
184 211 25
14 54 40
12 148 10
67 186 18
77 289 46
255 67 33
9 128 38
165 122 5
18 235 12
99 140 35
65 234 25
27 101 8
160 131 28
172 67 16
278 238 26
61 26 1
197 87 4
42 232 12
164 20 17
302 80 37
286 302 13
265 195 24
189 46 18
277 182 44
87 162 37
3 35 2
242 104 6
205 149 12
283 218 17
176 7 11
122 114 33
87 116 14
154 77 31
96 188 42
52 91 43
138 271 15
135 193 36
216 131 30
155 107 43
155 228 26
223 282 13
290 28 8
100 135 24
175 79 48
136 111 13
254 113 9
154 55 45
213 95 2
44 163 50
63 146 48
261 74 34
164 115 8
146 202 5
216 286 42
79 258 17
171 42 50
34 75 14
56 135 10
122 92 11
283 226 23
287 273 39
119 254 34
255 171 12
92 48 23
51 268 35
29 181 42
250 81 27
152 66 5
221 157 7
277 191 46
57 53 14
133 219 23
237 153 33
145 138 5
114 246 19
46 110 31
232 71 13
295 32 3
49 94 16
294 169 50
207 68 47
185 134 40
10 160 9
276 98 46
1 38 41
187 200 9
180 126 18
286 73 21
212 265 30
301 220 7
213 178 13
216 293 19
27 196 50
17 256 10
33 232 11
130 26 35
180 166 35
29 42 14
107 293 27
247 4 49
196 157 50
163 285 35
248 58 36
189 97 48
238 64 13
187 162 10
23 81 28
266 183 35
161 269 41
250 88 6
54 229 22
99 168 46
138 91 39
67 253 4
226 273 8
47 276 36
160 265 43
28 298 22
223 227 12
26 232 44
46 197 17
105 124 33
17 25 37
